Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","108","Burundi","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.24","I","Valeur imputée"
"PP","Prix à la Production","132","Cabo Verde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","99.63","I","Valeur imputée"
"PP","Prix à la Production","132","Cabo Verde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.6","I","Valeur imputée"
"PP","Prix à la Production","132","Cabo Verde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","108.99","I","Valeur imputée"
"PP","Prix à la Production","132","Cabo Verde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","108.9","I","Valeur imputée"
"PP","Prix à la Production","132","Cabo Verde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.18","I","Valeur imputée"
"PP","Prix à la Production","116","Cambodge","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.93","I","Valeur imputée"
"PP","Prix à la Production","116","Cambodge","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","103.85","I","Valeur imputée"
"PP","Prix à la Production","116","Cambodge","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","106.92","I","Valeur imputée"
"PP","Prix à la Production","116","Cambodge","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","144.63","I","Valeur imputée"
"PP","Prix à la Production","116","Cambodge","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","176.22","I","Valeur imputée"
"PP","Prix à la Production","120","Cameroun","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","96.16","I","Valeur imputée"
"PP","Prix à la Production","120","Cameroun","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","97.65","I","Valeur imputée"
"PP","Prix à la Production","120","Cameroun","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","104.24","I","Valeur imputée"
"PP","Prix à la Production","120","Cameroun","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","104.95","I","Valeur imputée"
"PP","Prix à la Production","120","Cameroun","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","106.14","I","Valeur imputée"
"PP","Prix à la Production","124","Canada","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.43","I","Valeur imputée"
"PP","Prix à la Production","124","Canada","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","97.02","I","Valeur imputée"
"PP","Prix à la Production","124","Canada","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","97.96","I","Valeur imputée"
"PP","Prix à la Production","124","Canada","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","100.31","I","Valeur imputée"
"PP","Prix à la Production","124","Canada","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.67","I","Valeur imputée"
"PP","Prix à la Production","152","Chili","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.61","I","Valeur imputée"
"PP","Prix à la Production","152","Chili","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.67","I","Valeur imputée"
"PP","Prix à la Production","152","Chili","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","107.59","I","Valeur imputée"
"PP","Prix à la Production","152","Chili","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","109.09","I","Valeur imputée"
"PP","Prix à la Production","152","Chili","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.59","I","Valeur imputée"
"PP","Prix à la Production","344","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","106.56","I","Valeur imputée"
"PP","Prix à la Production","344","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","75.35","I","Valeur imputée"
"PP","Prix à la Production","344","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","83.23","I","Valeur imputée"
"PP","Prix à la Production","344","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","99.1","I","Valeur imputée"
"PP","Prix à la Production","344","Chine - RAS de Hong-Kong","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.71","I","Valeur imputée"
"PP","Prix à la Production","156","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.37","I","Valeur imputée"
"PP","Prix à la Production","156","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","114.51","I","Valeur imputée"
"PP","Prix à la Production","156","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","123.86","I","Valeur imputée"
"PP","Prix à la Production","156","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","160.25","I","Valeur imputée"
"PP","Prix à la Production","156","Chine, continentale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","68.15","I","Valeur imputée"
"PP","Prix à la Production","196","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","99.32","I","Valeur imputée"
"PP","Prix à la Production","196","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","99.24","I","Valeur imputée"
"PP","Prix à la Production","196","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.35","I","Valeur imputée"
"PP","Prix à la Production","196","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","97.85","I","Valeur imputée"
"PP","Prix à la Production","196","Chypre","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","97.36","I","Valeur imputée"
"PP","Prix à la Production","170","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","110.43","I","Valeur imputée"
"PP","Prix à la Production","170","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","125.54","I","Valeur imputée"
"PP","Prix à la Production","170","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","127.35","I","Valeur imputée"
"PP","Prix à la Production","170","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","134.68","I","Valeur imputée"
"PP","Prix à la Production","170","Colombie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","142.42","I","Valeur imputée"
"PP","Prix à la Production","178","Congo","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","97.84","I","Valeur imputée"
"PP","Prix à la Production","178","Congo","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","80.81","I","Valeur imputée"
"PP","Prix à la Production","178","Congo","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","118.39","I","Valeur imputée"
"PP","Prix à la Production","178","Congo","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","100.58","I","Valeur imputée"
"PP","Prix à la Production","178","Congo","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","115.55","I","Valeur imputée"
"PP","Prix à la Production","188","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","104.74","I","Valeur imputée"
"PP","Prix à la Production","188","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","101.27","I","Valeur imputée"
"PP","Prix à la Production","188","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","99.35","I","Valeur imputée"
"PP","Prix à la Production","188","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.67","I","Valeur imputée"
"PP","Prix à la Production","188","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","94","I","Valeur imputée"
"PP","Prix à la Production","384","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.89","I","Valeur imputée"
"PP","Prix à la Production","384","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","98.77","I","Valeur imputée"
"PP","Prix à la Production","384","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.17","I","Valeur imputée"
"PP","Prix à la Production","384","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","101.29","I","Valeur imputée"
"PP","Prix à la Production","384","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","102.96","I","Valeur imputée"
"PP","Prix à la Production","191","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.25","I","Valeur imputée"
"PP","Prix à la Production","191","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","97.74","I","Valeur imputée"
"PP","Prix à la Production","191","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","96.46","I","Valeur imputée"
"PP","Prix à la Production","191","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.06","I","Valeur imputée"
"PP","Prix à la Production","191","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","98.62","I","Valeur imputée"
"PP","Prix à la Production","192","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100","I","Valeur imputée"
"PP","Prix à la Production","192","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100","I","Valeur imputée"
"PP","Prix à la Production","192","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","100.98","I","Valeur imputée"
"PP","Prix à la Production","192","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","100.25","I","Valeur imputée"
"PP","Prix à la Production","192","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","100.27","I","Valeur imputée"
"PP","Prix à la Production","208","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","97.44","I","Valeur imputée"
"PP","Prix à la Production","208","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","95.57","I","Valeur imputée"
"PP","Prix à la Production","208","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","96.62","I","Valeur imputée"
"PP","Prix à la Production","208","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.84","I","Valeur imputée"
"PP","Prix à la Production","208","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.05","I","Valeur imputée"
"PP","Prix à la Production","818","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","114.36","I","Valeur imputée"
"PP","Prix à la Production","818","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","151.19","I","Valeur imputée"
"PP","Prix à la Production","818","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","193.6","I","Valeur imputée"
"PP","Prix à la Production","818","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","234.75","I","Valeur imputée"
"PP","Prix à la Production","818","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","229.21","I","Valeur imputée"
"PP","Prix à la Production","222","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","101.33","I","Valeur imputée"
"PP","Prix à la Production","222","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.8","I","Valeur imputée"
"PP","Prix à la Production","222","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","103.95","I","Valeur imputée"
"PP","Prix à la Production","222","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","99.14","I","Valeur imputée"
"PP","Prix à la Production","222","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.6","I","Valeur imputée"
"PP","Prix à la Production","218","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","86.13","I","Valeur imputée"
"PP","Prix à la Production","218","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","63.86","I","Valeur imputée"
"PP","Prix à la Production","218","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","63.64","I","Valeur imputée"
"PP","Prix à la Production","218","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","59.36","I","Valeur imputée"
"PP","Prix à la Production","218","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","60.2","I","Valeur imputée"
"PP","Prix à la Production","232","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","110.04","I","Valeur imputée"
"PP","Prix à la Production","232","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","121.71","I","Valeur imputée"
"PP","Prix à la Production","232","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","113.45","I","Valeur imputée"
"PP","Prix à la Production","232","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","129.65","I","Valeur imputée"
"PP","Prix à la Production","232","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","140.64","I","Valeur imputée"
"PP","Prix à la Production","724","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","94.35","I","Valeur imputée"
"PP","Prix à la Production","724","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","105.9","I","Valeur imputée"
"PP","Prix à la Production","724","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","105.86","I","Valeur imputée"
"PP","Prix à la Production","724","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.17","I","Valeur imputée"
"PP","Prix à la Production","724","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.41","I","Valeur imputée"
"PP","Prix à la Production","233","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","103.13","I","Valeur imputée"
"PP","Prix à la Production","233","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","92.97","I","Valeur imputée"
"PP","Prix à la Production","233","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","91.14","I","Valeur imputée"
"PP","Prix à la Production","233","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","94.98","I","Valeur imputée"
"PP","Prix à la Production","233","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.98","I","Valeur imputée"
"PP","Prix à la Production","840","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","87.18","I","Valeur imputée"
"PP","Prix à la Production","840","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","99.38","I","Valeur imputée"
"PP","Prix à la Production","840","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","103.39","I","Valeur imputée"
"PP","Prix à la Production","840","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","87.89","I","Valeur imputée"
"PP","Prix à la Production","840","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","79.99","I","Valeur imputée"
"PP","Prix à la Production","231","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","116.72","I","Valeur imputée"
"PP","Prix à la Production","231","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","131","I","Valeur imputée"
"PP","Prix à la Production","231","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","120.66","I","Valeur imputée"
"PP","Prix à la Production","231","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","157.34","I","Valeur imputée"
"PP","Prix à la Production","231","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","172.63","I","Valeur imputée"
"PP","Prix à la Production","643","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","104.71","I","Valeur imputée"
"PP","Prix à la Production","643","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","98.5","I","Valeur imputée"
"PP","Prix à la Production","643","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","102.54","I","Valeur imputée"
"PP","Prix à la Production","643","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","109.37","I","Valeur imputée"
"PP","Prix à la Production","643","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","107.08","I","Valeur imputée"
"PP","Prix à la Production","242","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","120","I","Valeur imputée"
"PP","Prix à la Production","242","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","112.5","I","Valeur imputée"
"PP","Prix à la Production","242","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","180.01","I","Valeur imputée"
"PP","Prix à la Production","242","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","127.74","I","Valeur imputée"
"PP","Prix à la Production","242","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","179.55","I","Valeur imputée"
"PP","Prix à la Production","246","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.51","I","Valeur imputée"
"PP","Prix à la Production","246","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","94.06","I","Valeur imputée"
"PP","Prix à la Production","246","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","95.81","I","Valeur imputée"
"PP","Prix à la Production","246","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","97.66","I","Valeur imputée"
