Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","246","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.52","I","Valeur imputée"
"PP","Prix à la Production","250","France","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.25","I","Valeur imputée"
"PP","Prix à la Production","250","France","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","97.42","I","Valeur imputée"
"PP","Prix à la Production","250","France","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","97.14","I","Valeur imputée"
"PP","Prix à la Production","250","France","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.13","I","Valeur imputée"
"PP","Prix à la Production","250","France","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","95.23","I","Valeur imputée"
"PP","Prix à la Production","270","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","108.15","I","Valeur imputée"
"PP","Prix à la Production","270","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","116.81","I","Valeur imputée"
"PP","Prix à la Production","270","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","119.51","I","Valeur imputée"
"PP","Prix à la Production","270","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","155.94","I","Valeur imputée"
"PP","Prix à la Production","270","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","170.58","I","Valeur imputée"
"PP","Prix à la Production","268","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.76","I","Valeur imputée"
"PP","Prix à la Production","268","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","106.45","I","Valeur imputée"
"PP","Prix à la Production","268","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","109.03","I","Valeur imputée"
"PP","Prix à la Production","268","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","107.48","I","Valeur imputée"
"PP","Prix à la Production","268","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","107.61","I","Valeur imputée"
"PP","Prix à la Production","288","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","101.53","I","Valeur imputée"
"PP","Prix à la Production","288","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.69","I","Valeur imputée"
"PP","Prix à la Production","288","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","105.29","I","Valeur imputée"
"PP","Prix à la Production","288","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","107.64","I","Valeur imputée"
"PP","Prix à la Production","288","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.99","I","Valeur imputée"
"PP","Prix à la Production","300","Grèce","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","96.99","I","Valeur imputée"
"PP","Prix à la Production","300","Grèce","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","96.63","I","Valeur imputée"
"PP","Prix à la Production","300","Grèce","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","97.26","I","Valeur imputée"
"PP","Prix à la Production","300","Grèce","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","95.98","I","Valeur imputée"
"PP","Prix à la Production","300","Grèce","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.37","I","Valeur imputée"
"PP","Prix à la Production","324","Guinée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","96.33","I","Valeur imputée"
"PP","Prix à la Production","324","Guinée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","90.38","I","Valeur imputée"
"PP","Prix à la Production","324","Guinée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","84.69","I","Valeur imputée"
"PP","Prix à la Production","324","Guinée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","81.95","I","Valeur imputée"
"PP","Prix à la Production","324","Guinée","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","77.73","I","Valeur imputée"
"PP","Prix à la Production","226","Guinée équatoriale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","91.26","I","Valeur imputée"
"PP","Prix à la Production","226","Guinée équatoriale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","92.55","I","Valeur imputée"
"PP","Prix à la Production","226","Guinée équatoriale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.43","I","Valeur imputée"
"PP","Prix à la Production","226","Guinée équatoriale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","106.98","I","Valeur imputée"
"PP","Prix à la Production","226","Guinée équatoriale","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","115.54","I","Valeur imputée"
"PP","Prix à la Production","624","Guinée-Bissau","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","106.92","I","Valeur imputée"
"PP","Prix à la Production","624","Guinée-Bissau","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","130.03","I","Valeur imputée"
"PP","Prix à la Production","624","Guinée-Bissau","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","135.03","I","Valeur imputée"
"PP","Prix à la Production","624","Guinée-Bissau","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","125.2","I","Valeur imputée"
"PP","Prix à la Production","624","Guinée-Bissau","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","136.64","I","Valeur imputée"
"PP","Prix à la Production","328","Guyana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","130.86","I","Valeur imputée"
"PP","Prix à la Production","328","Guyana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","96.5","I","Valeur imputée"
"PP","Prix à la Production","328","Guyana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","111.23","I","Valeur imputée"
"PP","Prix à la Production","328","Guyana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","101.12","I","Valeur imputée"
"PP","Prix à la Production","328","Guyana","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","128.43","I","Valeur imputée"
"PP","Prix à la Production","340","Honduras","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","98.56","I","Valeur imputée"
"PP","Prix à la Production","340","Honduras","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.89","I","Valeur imputée"
"PP","Prix à la Production","340","Honduras","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","93.52","I","Valeur imputée"
"PP","Prix à la Production","340","Honduras","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","91.19","I","Valeur imputée"
"PP","Prix à la Production","340","Honduras","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","88.65","I","Valeur imputée"
"PP","Prix à la Production","348","Hongrie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","86.01","I","Valeur imputée"
"PP","Prix à la Production","348","Hongrie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","85.08","I","Valeur imputée"
"PP","Prix à la Production","348","Hongrie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","87.1","I","Valeur imputée"
"PP","Prix à la Production","348","Hongrie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","89.33","I","Valeur imputée"
"PP","Prix à la Production","348","Hongrie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","87.9","I","Valeur imputée"
"PP","Prix à la Production","184","Îles Cook","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","89.85","I","Valeur imputée"
"PP","Prix à la Production","184","Îles Cook","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","87.49","I","Valeur imputée"
"PP","Prix à la Production","184","Îles Cook","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","89.23","I","Valeur imputée"
"PP","Prix à la Production","184","Îles Cook","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","94.01","I","Valeur imputée"
"PP","Prix à la Production","184","Îles Cook","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","98.8","I","Valeur imputée"
"PP","Prix à la Production","356","Inde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","104.99","I","Valeur imputée"
"PP","Prix à la Production","356","Inde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","110.08","I","Valeur imputée"
"PP","Prix à la Production","356","Inde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","109.77","I","Valeur imputée"
"PP","Prix à la Production","356","Inde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","118.67","I","Valeur imputée"
"PP","Prix à la Production","356","Inde","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","123.5","I","Valeur imputée"
"PP","Prix à la Production","360","Indonésie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","109.92","I","Valeur imputée"
"PP","Prix à la Production","360","Indonésie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","73.28","I","Valeur imputée"
"PP","Prix à la Production","360","Indonésie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","72.96","I","Valeur imputée"
"PP","Prix à la Production","360","Indonésie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","75.93","I","Valeur imputée"
"PP","Prix à la Production","360","Indonésie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","77.8","I","Valeur imputée"
"PP","Prix à la Production","364","Iran (République islamique d')","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","107.94","I","Valeur imputée"
"PP","Prix à la Production","364","Iran (République islamique d')","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","110.59","I","Valeur imputée"
"PP","Prix à la Production","364","Iran (République islamique d')","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","122.76","I","Valeur imputée"
"PP","Prix à la Production","364","Iran (République islamique d')","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","146.42","I","Valeur imputée"
"PP","Prix à la Production","364","Iran (République islamique d')","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","170.07","I","Valeur imputée"
"PP","Prix à la Production","368","Iraq","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.27","I","Valeur imputée"
"PP","Prix à la Production","368","Iraq","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","92.28","I","Valeur imputée"
"PP","Prix à la Production","368","Iraq","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","162.02","I","Valeur imputée"
"PP","Prix à la Production","368","Iraq","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","118.71","I","Valeur imputée"
"PP","Prix à la Production","368","Iraq","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","114.7","I","Valeur imputée"
"PP","Prix à la Production","372","Irlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","108.8","I","Valeur imputée"
"PP","Prix à la Production","372","Irlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","113.06","I","Valeur imputée"
"PP","Prix à la Production","372","Irlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","112.69","I","Valeur imputée"
"PP","Prix à la Production","372","Irlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","131.51","I","Valeur imputée"
"PP","Prix à la Production","372","Irlande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","134.05","I","Valeur imputée"
"PP","Prix à la Production","352","Islande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","97.45","I","Valeur imputée"
"PP","Prix à la Production","352","Islande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","96.94","I","Valeur imputée"
"PP","Prix à la Production","352","Islande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","91.69","I","Valeur imputée"
"PP","Prix à la Production","352","Islande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","90.74","I","Valeur imputée"
"PP","Prix à la Production","352","Islande","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","88.86","I","Valeur imputée"
"PP","Prix à la Production","376","Israël","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","100.23","I","Valeur imputée"
"PP","Prix à la Production","376","Israël","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","101.18","I","Valeur imputée"
"PP","Prix à la Production","376","Israël","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","104.97","I","Valeur imputée"
"PP","Prix à la Production","376","Israël","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","103.86","I","Valeur imputée"
"PP","Prix à la Production","376","Israël","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","104.85","I","Valeur imputée"
"PP","Prix à la Production","380","Italie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","95.08","I","Valeur imputée"
"PP","Prix à la Production","380","Italie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","100.72","I","Valeur imputée"
"PP","Prix à la Production","380","Italie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","98.82","I","Valeur imputée"
"PP","Prix à la Production","380","Italie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","96.28","I","Valeur imputée"
"PP","Prix à la Production","380","Italie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.74","I","Valeur imputée"
"PP","Prix à la Production","388","Jamaïque","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","97.06","I","Valeur imputée"
"PP","Prix à la Production","388","Jamaïque","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","105.95","I","Valeur imputée"
"PP","Prix à la Production","388","Jamaïque","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","108.87","I","Valeur imputée"
"PP","Prix à la Production","388","Jamaïque","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","317.76","I","Valeur imputée"
"PP","Prix à la Production","388","Jamaïque","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","353.06","I","Valeur imputée"
"PP","Prix à la Production","392","Japon","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","99.75","I","Valeur imputée"
"PP","Prix à la Production","392","Japon","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","101.3","I","Valeur imputée"
"PP","Prix à la Production","392","Japon","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","99.88","I","Valeur imputée"
"PP","Prix à la Production","392","Japon","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","80.41","I","Valeur imputée"
"PP","Prix à la Production","392","Japon","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","81.96","I","Valeur imputée"
"PP","Prix à la Production","400","Jordanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","92.86","I","Valeur imputée"
"PP","Prix à la Production","400","Jordanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","85.11","I","Valeur imputée"
"PP","Prix à la Production","400","Jordanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","83.63","I","Valeur imputée"
"PP","Prix à la Production","400","Jordanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","87.35","I","Valeur imputée"
"PP","Prix à la Production","400","Jordanie","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","91.07","I","Valeur imputée"
"PP","Prix à la Production","398","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","129.6","I","Valeur imputée"
"PP","Prix à la Production","398","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","132.71","I","Valeur imputée"
"PP","Prix à la Production","398","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","144.05","I","Valeur imputée"
"PP","Prix à la Production","398","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","163.3","I","Valeur imputée"
"PP","Prix à la Production","398","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","180.62","I","Valeur imputée"
"PP","Prix à la Production","404","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","102.58","I","Valeur imputée"
"PP","Prix à la Production","404","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","118.05","I","Valeur imputée"
"PP","Prix à la Production","404","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","125.28","I","Valeur imputée"
"PP","Prix à la Production","404","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","140.17","I","Valeur imputée"
"PP","Prix à la Production","404","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","153.25","I","Valeur imputée"
"PP","Prix à la Production","417","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2016","2016","7021","Valeur annuel","","109.96","I","Valeur imputée"
"PP","Prix à la Production","417","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2017","2017","7021","Valeur annuel","","113.43","I","Valeur imputée"
"PP","Prix à la Production","417","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2018","2018","7021","Valeur annuel","","105.58","I","Valeur imputée"
"PP","Prix à la Production","417","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2019","2019","7021","Valeur annuel","","113.61","I","Valeur imputée"
"PP","Prix à la Production","417","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","21121b","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","117.8","I","Valeur imputée"
