Pays,Année,code_pays,Croiss_PIB/pers/an(%),Frais_prop_intellectuelle_$,Com_informatique(%),Impor_de_biens_$,Importations_biens_services_$,services_dImportations_$,Services de voyage(%),Invest_étranger_direct_$,Import_biens_services_et_rev_ primaires_$,Services_transport(%),Impor_biens_services_croiss_an(%),Encours_dette_extérieure(% du RNB),Dép_éducation(% du RNB) ,Consommation de capital fixe (% du RNB),Taux_scolarisation_primaire(% ), Enfants_non_scolarisés(% garçons),Import_energie(%),Terres_agricoles(km²)Pop Urbaine,Émission_CO2_résidentiels_ et_services_commerciaux(%),Pop_agglo_urb(+1 million/hab),Densi_pop(hab/km²),pop_grande_ville(%),Croiss_pop_urb/an(%),Pop_urb,Ratio_réserves_liquidités_bancaires(%),Taux_intérêt_dépôts(%),Inflation_prix_conso(%/an),Distri_auto_(DAB/100ml),Risk_décès_maternel(%),Abo_bande_fixe, Abo_tél_fixe, Expo_hi_tech(%prod_manuf),Trans_aérien_fret(millions de tonnes-km) ,Indice_connec_trans_maritimes,Lignes_ferroviaires(km_total), Revenus_détenus_20%,Impor_services_commerciaux($),Impor_prod_alimentaires(%impor_marchandises),Commerce_marchandises(%_PIB),Dette_administration_total(%_PIB),Salariés_total(%),Travailleurs_indé(%),Pop_réfugiée,Chômage_éduc_sup(%_femmes) ,jeunes_sans_études_emploi(%)
Albania,2016,ALB,3.48029321671386,23163082.2844537,28.1417285012133,3670525694.4767,5441410775.47025,1770873914.70567,71.2692964079838,-1037328978.03745,5700813018.93231,13.2313931363315,6.92012145503796,70.651576129568,3.57274109467112,16.8720974765201,97.65542,..,..,11817,..,..,104.967189781022,27.2514695756041,1.54401448032371,1680247,18.0510824834496,0.830833333333333,-0.367317209784628,34.08,0.0271870581486421,266379,248640,0.784313365143227,..,5.7331076262,..,11.8,1710864725.39256,14.1497507610425,55.4075480872732,80.7355819675527,41.4000015258789,59.9500007629395,11060,17.7099990844727,27.3899993896484
Andorra,2016,AND,4.64621154922207,..,..,..,..,..,..,..,..,..,..,..,2.44,..,..,..,..,188.2,..,..,164.457446808511,..,-1.00938762698998,68211,..,..,..,..,..,32490,38694,24.280247619269,..,..,..,..,..,23.4667141221506,50.0930314984867,..,..,..,..,..,..
Armenia,2016,ARM,-0.161329865469654,0,26.271743526989,2868888078.27798,4469950633.8642,1601062555.58623,61.2575876006327,-263213931.739248,5071408346.06038,22.9692222245357,6.30000000312023,91.329464232523,2.44487171683773,13.5950027863187,92.49744,6.38335990905762,..,16768,..,1074282,103.131260976466,58.000950231619,0.356485598747594,1852180,22.3179019257377,11.6156571999545,-1.40360755900906,61.16,0.0505478651224537,299170,531624,6.13769143045383,..,..,679.363,12.1,1569682043.36271,19.0942426545538,48.027072696697,..,58.0499992370605,42.7999992370605,10707,17.6800003051758,36.5800018310547
Austria,2016,AUT,0.892469139632297,1466531271.49955,40.3100689946766,142629088286.59,192377517364.133,49748429077.5436,19.6427701579639,2023538039.8789,223567272066.841,29.7018998006029,3.72574061517719,..,5.13734976482849,17.82767973,88.8771,0.288839995861053,..,26701.7,..,1856622,105.873339796413,36.6996193690096,1.41006179973647,5058968,..,..,0.891591752655335,162.92,0.00739334851072618,2523300,3567200,14.4530597093237,387.739,..,4917,13.2,49641140278.3372,8.02035347598418,78.2611842029341,94.6946369620698,87.2799987792969,15.0900001525879,..,3.36999988555908,7.69999980926514
Azerbaijan,2016,AZE,-4.17717168005237,..,12.358520153195,9004176000,16526981000,7522805000,33.1579909355619,-1926065000,19919961000,12.2213589213066,..,40.992490737389,3.02873625464074,7.03859562625342,94.96529,..,..,47730,..,2232526,118.033288980283,41.5829770494441,1.6774015137061,5368846,37.9371564937739,7.73289026685328,12.4433748584372,32.72,0.060127104067198,1803662,1700233,2.8122107826307,732.789755,..,2074,..,7434281000,18.2695863599463,57.0330473047669,..,31.8199996948242,63.9500007629395,10118,5.07999992370605,..
Belarus,2016,BLR,-2.61191380516274,125700000,45.5817196647249,25611100000,29992500000,4381400000,18.2475920938513,-1124000000,32822900000,30.5130780115945,-1.40011659953096,82.5028758051509,4.98540300508243,14.0446651720212,96.35791,0.0517099983990192,..,85327,..,1964877,46.6499448243246,26.7184288743535,0.707705042568411,7354014,19.2249804347381,14.6416666666667,11.8365807653497,55.29,0.00446855707517535,3067529,4515382,4.86883830131132,1.266,..,5459,14.4,4377600000,13.8720672879908,106.611832457425,38.9240984107258,95.9400024414063,5.92999982833862,3831,2.6800000667572,0.479999989271164
Belgium,2016,BEL,0.755268919102846,2759594690.66302,63.728489621287,267136094781.799,372253655905.992,105118663120.967,13.736095431608,-22983198267.7324,436647853927.239,23.0262399370667,7.45158444620095,..,6.05160976713789,18.5971178289167,98.66219,0.524630010128021,..,13508,..,3040206,374.221334214003,18.1877074862457,0.550223217018871,11095615,..,..,1.97385264653172,88.34,0.00953622218214374,4270309,4371055,13.3305119406477,1505.4059084,83.5441363106,3602,14.1,104993666824.957,10.7407423315517,163.327836085493,110.196200971828,85.1600036621094,18.4300003051758,44,4.3899998664856,9.89000034332275
Bosnia and Herzegovina,2016,BIH,4.46265681411408,7831871.70104501,33.6972302641707,8365274530.57957,8960591907.39837,595317376.818812,37.8024686283027,-309306445.243284,9464042084.20906,31.8585895883237,7.19477769642339,68.6703626189963,..,16.7510859243199,..,12.2801103591919,..,22090,..,..,66.13794921875,21.2817354469997,-0.53607134909494,1609084,25.3163383952229,1.58256550727159,-1.58409999999997,52.48,0.0124572257307206,662468,744991,2.73442375200126,..,..,1018.054,..,589132267.539698,17.9874496570928,85.5726256288916,52.8681138658429,75.9599990844727,24.1100006103516,18194,27.3099994659424,26.9699993133545
Bulgaria,2016,BGR,3.76506855458946,183510000,29.4600987489344,26644460000,31934560000,5290090000,25.7267834762736,-661410000,35872160000,31.3497501932859,5.15147426644029,76.5045456431294,3.94793969873939,14.7581500405827,89.46126,10.0531702041626,..,50210,..,1261286,65.6579034635225,23.8066575198861,-0.244263619495968,5298039,24.5837625945473,0.173383333333333,-0.798649886453611,94.16,0.0149287479157795,1697590,1478975,8.9774897584043,1.76924764650873,6.4349677657,4029,11,5289910000,10.4756770846257,102.874866217011,35.5283735776137,88.2699966430664,14.1800003051758,799,3.26999998092651,18.2000007629395
Croatia,2016,HRV,4.25801634230318,269102708.745978,20.828636839288,20072288085.3716,24010256650.7493,3937963109.95485,23.9854660362624,-2209678225.40336,25497414116.1576,15.9451178707299,6.47886202777525,..,3.92114317773258,15.6146455850906,97.85166,..,..,15460,..,..,74.5898970766922,29.148831705641,-0.257731226832978,2354458,20.259816573813,..,-1.12500000000001,127.41,0.00977782151245315,1043795,1435977,14.401689164485,0.65658,30.6908260079,2605,13.2,3901850410.70205,12.9023576176109,68.2969535437386,99.9807747828424,86.0899963378906,16.7600002288818,26231,8.61999988555908,16.8999996185303
Cyprus,2016,CYP,5.96738680582017,..,3.47785908965212,7487272323.82433,14412980717.8877,6925708394.06336,16.1726826255806,-2086206013.35211,29496483552.2426,27.3776041987927,10.1640926421674,..,6.0113307508321,13.0843315317762,97.0838,1.89542996883392,..,1093.9,..,..,126.643831168831,..,0.692369043002722,782634,..,..,-1.42916666666668,50.06,0.00935512521041083,278483,320573,13.328513056052,0.285895446767606,19.6274053159,..,12.4,6863114685.32987,15.1586125249842,51.5189805878071,..,85.7200012207031,17.6399993896484,..,11.5299997329712,16.0200004577637
Czechia,2016,CZE,2.34055226080498,1193119442.95987,47.8683258333146,120322121361.519,140319408010.274,19997367298.0849,24.6032983623484,-7711369348.17033,159039545726.119,22.4279704237539,2.82985055252884,..,5.62496890155836,22.0657136948634,88.80417,..,..,34880,..,1276814,136.851858567543,16.4248969274408,0.318529833159244,7773650,37.4761175732856,0.373113336623673,0.683504209385683,52.64,0.00602771993664055,3069970,1758590,16.8681413407635,25.294469,..,9462.687,14.7,19948999209.3808,6.1733923617406,155.769489880873,..,82.8399963378906,20.25,1266,2.33999991416931,7
Denmark,2016,DNK,2.44336887407066,1625778239.46017,35.1184753842752,86809906899.9446,146364079453.287,59554172553.3428,15.4322635349071,10187621831.3192,165617944923.761,44.9042635258267,3.66222468563045,..,7.07495789329375,16.1461775847975,99.0209,..,..,26251,..,1287337,143.20025,25.6434328663546,0.912853068832918,5020143,3.67533294252394,..,0.249999999999997,49.65,0.00674906567016333,2461403,1395239,14.8826236295933,..,44.3347424126,..,13.9,59434657106.9138,14.0922697257726,57.7546471033912,..,91.2099990844727,11.5799999237061,..,4.82999992370605,6.71999979019165
Estonia,2016,EST,3.12553830458751,51669819.0315089,44.0767448257913,13337521613.6781,17666042576.5629,4328520962.88485,26.8450186945649,-560729295.01384,19519475545.5923,31.7459529503527,6.49725013848223,..,4.86161307964018,16.4023262886234,93.68565,2.81520009040833,..,10030,..,..,30.2689210950081,46.8955655687279,0.243716597134148,902145,..,..,0.148684907627356,69.96,0.0175630747638952,414478,370589,21.8882727260307,0.003,7.7454955841,1034,12.7,4298098160.10247,11.0498797070887,116.853734459622,14.070777375849,90.4300003051758,12.1999998092651,303,3.80999994277954,9.56999969482422
Finland,2016,FIN,2.5163798952421,876927845.02338,73.2246333531366,58302942652.1601,86837943188.2072,28536079481.3596,18.1899177423101,15487777451.942,103615365075.541,19.1518544467511,5.7214617276158,..,6.22251959784843,18.647969403595,99.12044,0.779519975185394,..,22750,..,1240942,18.0820078312658,26.4812254060929,0.346086567723842,4686120,..,..,0.356684500891696,31.69,0.00553060164342011,1712000,457300,10.052285045797,761.85394,14.6993398925,5926,14,28412128906.1023,8.4742900316359,49.3202365478336,..,85.9700012207031,18.3600006103516,5,5.69000005722046,9.92000007629395
Georgia,2016,GEO,2.84490205450567,19491612.75,7.72103155559282,6747227737.37,8488467491.92,1741239754.55,22.1848638879619,-1246820533.61,10103396629.54,54.9624132293793,2.3780444363022,113.017373884289,1.76,15.4077730689985,97.95282,2.33330011367798,..,23940,..,1077861,65.2140557752196,49.9964051752489,0.734644621724621,2155877,18.2552551364103,9.93868142991361,2.13492713939124,74.42,0.05382738496272,681038,840431,3.44844213743356,0.18050796,4.9589855971,1415,11.5,1664161887.51,13.9822296708598,62.4696263533877,40.2687241879674,46.9300003051758,54.810001373291,6405,15.6999998092651,26.8199996948242
Germany,2016,DEU,1.40810207548923,11295106925.6023,56.0887890158588,1025328136120.61,1341850736395.29,316523702271.463,25.2501637968843,47095181676.8461,1493694718061.14,19.5232250030323,4.48999966388249,..,4.41228828236431,17.4208650633239,90.62417,0.829630017280579,..,166590,..,7843290,235.712929356538,5.54525584413967,0.838301068113641,63592936,..,..,0.49174862477081,131.14,0.00743200793961993,31861900,45300000,18.0793256156361,6942.706331998,82.9015582716,33380,12.9,315125014649.459,8.40565874478588,68.8697959389535,..,89.5800018310547,12.8400001525879,67,2.25999999046326,6.69000005722046
Gibraltar,2016,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.70191,..,..,..,..,..,3373.8,..,-0.0118553645663418,33738,..,..,..,..,..,16404,17027,..,..,1.8897665147,..,..,..,..,..,..,..,..,..,..,..
Greece,2016,GRC,-0.0724245841387301,246662484.026934,11.9561835593565,47087774929.8458,62018899852.5288,14931124922.6829,14.8699494717191,-4461888211.51056,69795832020.7647,59.1941127533907,2.15581672566412,..,3.1,16.3989067386979,97.94221,1.33805000782013,..,61360,..,3159302,83.5994647013189,37.4016450888841,0.0200565633644638,8446960,..,..,-0.825653978391008,59.28,0.00393280617545892,3615029,5200950,13.7095686425552,23.993,45.3168939736,2240,12.2,14789670711.0997,14.6151922711315,38.8095880414062,194.620197524529,65.9100036621094,37.3899993896484,101,22.2299995422363,15.8100004196167
Greenland,2016,GRL,4.54780858066064,..,..,..,..,..,..,..,..,..,10.9951427080406,..,..,..,..,..,..,2431.1,..,..,0.136888780606651,..,0.423549976685475,48503,..,..,..,..,..,..,..,4.80662318015832,..,1.9854966817,..,..,..,20.4621302353358,48.3534918814511,..,..,..,..,..,..
Hungary,2016,HUN,2.49398511598645,1446684697.92787,51.1522613503352,82557713332.5923,99983058463.287,17425345130.6948,12.4291292784213,-2983727246.89273,117707129944.131,22.7993747078436,3.47068509333646,..,4.408360665367,17.07615205704,96.86899,2.16280007362366,..,52820,..,1750425,107.539151873767,25.1995064399338,0.0998444370776508,6946267,13.4676861727509,0.580953226616667,0.394769306686402,59.44,0.0162738971839346,2814523,3119735,17.5590846079753,..,..,7748.7,13.2,17259635789.0061,5.92075910857433,152.211538862643,96.7578481797653,89.2600021362305,12.8800001144409,2909,1.83000004291534,11.0500001907349
Iceland,2016,ISL,4.83829921427557,105225068.806406,18.8705560242684,5316034440.11999,8509802783.46187,3193759883.26797,38.1030793917138,-743724078.173073,9173102399.71721,22.1244995317817,14.6029663186928,..,7.44164286252231,15.5517156729027,99.51819,0.373670011758804,..,18720,..,..,3.34602493765586,..,1.42539705253955,314424,14.2870503811843,..,1.6969276199774,88.85,0.00809862425792366,128023,164566,23.3892315581068,128.008190221,4.9764626598,..,14.1,3178201755.16199,10.3674899214849,48.6025024419384,103.362423152956,87.6999969482422,16.1499996185303,..,1.91999995708466,4.11999988555908
Ireland,2016,IRL,0.896822101077149,76560417794.4114,72.5597896350005,96377490855.9904,316194716453.268,219817225597.278,2.83613614402904,-9219282218.49415,449219988537.524,1.3534189347309,19.0119287535243,..,4.26359811288819,28.976533196749,99.97016,..,..,44610,..,1175551,69.027943097692,39.4036579622606,1.44654704678436,2983355,..,..,0.00830633773569926,90.65,0.0113526425718866,1360204,1917742,32.8415850748405,118.207,11.8405380622,2174,12.6,219771918434.581,10.5480535141478,70.936443464409,85.3797753691529,83.7699966430664,22.7800006866455,..,4.98000001907349,12.5699996948242
Isle of Man,2016,IMN,6.87013528451821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,407,..,..,146.133333333333,..,0.26410993132602,43600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,2016,ITA,1.46569044434084,4680064923.95098,38.6897782308361,383195796329.951,488590389955.182,105394593625.231,23.7084004348433,-11998104744.4285,554023609104.778,22.0474060233301,3.92707414956152,..,3.68012448725531,17.73135043,97.69825,1.95195996761322,..,128120,..,11233778,205.017949533001,9.78744025070849,0.24612722181536,42351339,..,..,-0.0940166569157271,94.09,0.00217724283305441,15563279,20267173,8.28954058670516,1083.244836,64.2838372899,16788.3,12.1,103441782851.769,11.0791402955181,46.2702093756928,..,76.0599975585938,28.1399993896484,49,8.02999973297119,19.7999992370605
Kazakhstan,2016,KAZ,-0.327514633495582,126873670,14.3579105506165,26232437820.363,36079383176.3032,9846945355.94026,24.8452316154513,-13749208890.7838,51785358051.4869,15.9409224302135,-2.00000000065425,132.028646292875,3.15695894381019,11.7830848923761,99.71618,..,..,2162421,..,2666854,6.59112308775049,16.8631057506937,1.54961238038118,10189588,26.3473766400132,..,14.5460237946149,73.92,0.0309530840746949,2349900,3931100,32.0985339603023,38.89446,..,15529,13.6,9686002825.94026,11.7263379408567,44.9306197527631,16.7694252748762,74.2600021362305,26.7800006866455,2366,..,9.48999977111816
Kosovo,2016,XKX,6.20362255572238,2629872.49873971,15.3281123890809,2876613870.93281,3421678154.86763,545064283.934821,44.7907260581053,-196726633.312125,3575388762.28524,25.3161217158793,7.6551683205474,31.4069569904726,..,10.8619312723519,..,..,..,..,..,..,..,..,..,..,9.8406838640751,1.00905833333333,0.273169431045511,38.33,..,..,..,..,..,..,..,14,532146997.503853,..,..,..,..,..,..,27.8999996185303,29.9099998474121
Kyrgyz Republic,2016,KGZ,2.23180526571734,7538903,28.1987805938449,3708883850.86993,4753415645.86994,1044531795,44.134748334779,-578968800,5129796815.23145,38.9287592724738,-1.05364872948272,123.497277013166,5.71586046784268,12.1915755312562,98.47782,..,..,105411,..,..,31.6970802919708,43.7429726594408,2.50290205121746,2185215,24.3731896383538,2.42149745998442,0.388838296895887,31.41,0.222592500857224,240873,382149,19.6313180571383,0.088343,..,424,13.9,1032411550,11.9006177808286,81.7983955911349,60.4735108680683,62.0800018310547,41.0900001525879,2571,6.13000011444092,20.3999996185303
Latvia,2016,LVA,3.30741996501406,36455711.910623,31.3965319123069,13891165721.4805,16632983343.564,2741817622.08344,25.4829181947842,-90059355.4477318,18263654507.8419,30.3523367406729,3.56604728831267,..,4.23015501076198,22.9605495267909,96.79255,2.07863998413086,..,19310,..,..,31.4901409356067,48.2323840476796,-0.853577171409638,1332897,..,..,0.140633334505292,61.28,0.0426395403927471,519154,362940,17.2404541653307,2.157,7.2256171043,1859.6,12.1,2727458257.99338,15.7251602468306,95.1729919506163,..,87.120002746582,15.9700002670288,165,4.07000017166138,11.210000038147
Liechtenstein,2016,LIE,..,..,..,..,..,..,..,..,..,..,..,..,3.06221621456356,16.1278291090381,99.31079,..,..,52.7,..,..,235.34375,..,0.502560387669389,5386,..,..,..,..,..,15935,16385,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,2016,LTU,3.82984126408542,66926847.3239623,25.7422416513484,23637927221.691,28776243570.9033,5138316349.21235,19.70276998161,-264618974.686368,31282410156.8884,50.2172714205578,4.04157827356373,..,3.86688984436369,13.8013522676268,99.74473,..,..,29539,..,..,45.7876664218895,27.5775121984544,-1.0686342214764,1932212,..,..,0.905525075460439,48.24,0.0134669898773931,857761,530871,12.6393857771157,0.472,13.4030649116,1911,11.4,5051262406.68118,12.8673033076993,121.694017221697,47.7416942235485,87.6699981689453,15.2799997329712,74,2.80999994277954,9.40999984741211
Luxembourg,2016,LUX,2.73979180152419,2975894329.63991,28.0638205120437,21658693503.6902,90613682547.5833,68954989043.8931,3.20662761114277,23201113452.6535,420912975448.833,6.45921910313999,3.75199272589899,..,4.85856318717204,17.4512609998659,98.79947,..,..,1306.51,..,..,226.072263698018,..,2.46649296367326,526490,..,..,0.290833333333306,110.56,0.00829593011513028,203100,276400,7.96704815925717,6877.761503,..,275,12.7,68902307303.6594,12.3595425545609,60.5430499068915,..,89.9599990844727,11.1300001144409,..,3.69000005722046,5.36999988555908
Moldova,2016,MDA,5.61462068415075,19490000,42.5013139124559,3636470000,4481400000,844930000,30.3776644219048,-74110000,4783900000,35.3662433574379,2.80912413704775,73.0528701239505,4.85187007282026,11.6911434961691,90.03561,..,..,23179,..,..,97.5787860848974,43.7033990077483,-1.09884885336139,1191230,31.1338955276503,10.7260154440301,6.3593089803793,44.33,0.027174652698835,557403,1171287,3.483887608759,0.486910181772908,0.7280656831,1151,14.1,807740000,14.5175995690684,75.1412132420853,31.8856693366882,63,41,2316,3.67000007629395,..
Monaco,2016,MCO,2.50861203477268,..,..,..,..,..,..,..,..,..,..,..,01.03,..,..,..,..,..,..,..,18781.4504193389,..,0.915658238773299,38070,..,..,..,..,..,18614,46575,..,..,..,..,..,..,..,..,..,..,..,5,8.27999973297119,..
Montenegro,2016,MNE,2.92545800874741,6014925.27949819,14.2396051391495,2226081921.17463,2763159257.30713,537077336.132499,12.3761880989707,-411575993.609091,3011352378.81251,38.1344978724083,15.3182737607664,140.972540241059,..,9.47722426107296,93.73702,4.64036989212036,..,2557,..,..,46.2678810408922,..,0.530807626226144,411597,25.1589508826486,1.06526666666667,-0.27138502338526,77.92,0.0102297949982871,114848,148015,5.56462150766748,0.0587,5.219392813,249,11.2,524363970.486737,23.4776342953765,60.4761844274656,..,78.5299987792969,26.2199993133545,713,11.3599996566772,18.3999996185303
Netherlands,2016,NLD,1.64931554652068,37138924296.99,68.666691692419,392968644277.146,543315778269.729,150347133992.583,11.9449395243196,57308345334.029,843143960178.178,13.0917198220162,-1.97726930893917,..,4.96265083630805,16.9050648221762,..,..,..,18150,..,2121062,505.800831600832,7.22063694391311,1.04321719129238,15435425,..,..,0.316666666666663,47.51,0.00919442281728536,7222770,6774000,23.9850461213548,4745.958515461,82.1084528016,..,13.9,150145792690.291,13.4135388267631,136.64801317316,..,83.1900024414063,19.8500003814697,32,3.77999997138977,4.57000017166138
North Macedonia,2016,MKD,2.73585322254593,66879970,58.4341857667298,5912020574.88049,7070695131.88156,1158674557.00108,15.5395022624832,-349364660.855128,7658287614.24903,26.0832232393378,11.1261176268078,73.3120096643776,3.26865212268744,16.4276862504198,..,..,..,12650,..,..,82.1764472640761,47.5923878466404,0.378927347892163,1192987,23.8088086785601,2.50312498405707,-0.239290787684491,60,0.0122691661815611,381531,368370,2.0818051081361,..,..,683,12.2,1136552287.00108,11.3637550879137,108.203611597273,..,75.870002746582,26.8999996185303,1730,20.9599990844727,24.3199996948242
Norway,2016,NOR,0.185059679800673,505448565.930798,37.3334932839769,75984841181.8789,124334274407.502,48349433225.6233,31.1668505047803,25224281831.998,148243548081.719,20.4210723901282,2.67276143571316,..,6.74145366062474,17.6105996721818,99.8062,..,..,9836.61,..,982894,14.3354243797401,23.0437000685524,1.36567886021458,4265348,0.949259685472544,0.761666666666667,3.55000000000002,39.02,0.00441963108026811,2106975,807163,20.9549747986177,..,9.5864649854,4209,14,48240583289.1547,10.0470640556023,43.5217426669094,..,93.0500030517578,9.14000034332275,10,2.61999988555908,5.36999988555908
Poland,2016,POL,3.1860709143334,2692000000,49.4375102644112,194121000000,227611000000,33490000000,23.5174679008659,-4398000000,259687000000,19.1758733950433,7.88128170133018,..,4.57616079257074,12.3029755640969,..,..,..,143740,..,1749352,124.008253045495,7.65592839344201,-0.209018844680892,22849639,10.7473762951881,..,-0.664767331434023,72.45,0.00347706512081816,7327918,8143145,10.7143193179663,155.552044,46.3565154149,18429,13,33381000000,8.95042974372454,85.3358206630902,..,79.2799987792969,23.8600006103516,1159,3.55999994277954,10.5200004577637
Portugal,2016,PRT,2.34182321593775,813725639.969194,28.439093390989,65418689104.181,80218775902.7623,14803434659.5276,26.572530264611,-4166477908.08427,94584605535.8198,23.7793332477925,5.01220995410931,..,4.85723495458772,17.6612099955224,96.88158,1.47081995010376,..,36190.3,..,4199441,112.716384151187,43.7942268060556,0.581102100756801,6617169,..,..,0.607397074641661,168.78,0.0104698550721934,3375597,4787677,5.80532526490074,327.012274,43.6354954045,2545.96,12.3,14726875796.0588,15.3043700385373,59.743399089973,..,82.2399978637695,21.9200000762939,20,8.59000015258789,10.5500001907349
Romania,2016,ROU,5.30536396716246,832020078.024267,58.0257618188889,68387502607.2606,80546636574.5527,12159139681.4515,21.122012422526,-4996271644.2778,88663691745.3134,18.2309154279205,16.5882967288628,51.7787984299198,2.81,18.3263639319153,87.4854,9.50249004364014,..,135210,..,1839695,85.6322453059805,17.3237081669024,-0.549538435633047,10619522,20.8647954469581,1.11333333333333,-1.54479666813904,66.78,0.0302178457495306,4449500,4110000,10.3924411751134,4.2237,24.6783308234,10766,12.1,12051149249.6188,9.25198901405914,73.4039585806371,46.565699712893,73.3899993896484,27.8400001525879,1195,3.16000008583069,17.3799991607666
Russian Federation,2016,RUS,0.0102479204324482,4997360000,47.7034807952041,191494320000,266096560000,74602240000,32.1068241382564,-10224570000,342105770000,15.8676870828543,-3.67204260092127,42.6391102280884,3.65140695074702,13.9532512722581,97.33678,0.963169991970062,..,2154940,..,32880033,8.81379634814223,11.3669931820238,0.324076820521198,107050095,6.55837636827749,6.96916666666667,7.04244762954798,168.75,0.0329813373323437,27522702,32276615,15.7454663493818,5863.19654,42.8443188085,85375,11.2,73094710000,11.8631828663402,37.0620164288025,14.2417395793548,92.5199966430664,8.53999996185303,62759,5.40000009536743,12.4099998474121
San Marino,2016,SMR,1.63264755900488,..,..,..,..,..,..,..,..,..,2.64520403913843,..,3.55096,..,..,..,..,23,..,..,558.383333333333,..,0.875448339434999,32468,..,2.16591813399704,0.573948019801976,220.25,..,12000,16000,..,..,..,..,..,..,..,..,57.3280887283533,..,..,..,10.9700002670288,..
Serbia,2016,SRB,3.88118476026682,199746134.564135,53.5266393808897,17630011649.6056,21682770584.0027,4052758934.39706,29.6615087440416,-2102831263.07543,24622385223.7287,26.3067246012799,7.02685466261916,73.6615842232222,3.72397738722624,13.7001896035687,99.16856,0.880840003490448,..,34560,..,1376019,80.7034301394923,34.9309894015358,-0.319220860868051,3939250,20.9470698148762,..,1.12231397417765,50.3,0.0175104723973641,1450958,2684419,..,4.737729,..,3736,11.4,4004411060.6701,..,83.8456221367297,..,68.6500015258789,35.1500015258789,36928,14.7799997329712,18.0799999237061
Slovak Republic,2016,SVK,1.80035277956956,686313614.348319,38.6908336767607,72376549063.5365,81191729087.1438,8815180023.6072,25.4124638366499,-669237899.210614,87146546970.1745,25.3952328619651,4.83428503946102,..,3.8083790789115,17.7239624853103,82.21387,6.30660009384155,..,18860,..,..,112.953369384359,14.5302257455695,-0.0252184502528786,2922095,..,..,-0.520010196278324,60.08,0.00846211016590174,1336541,823594,10.7371632531527,..,..,3626.297,15.1,8800207862.10643,5.92027874878258,169.211176247953,66.6215877670512,84.5699996948242,19.3299999237061,792,6.32999992370605,12.25
Slovenia,2016,SVN,3.11634660116351,224388233.867686,34.742452641614,25845544575.7399,30907363919.9981,5061820446.25497,25.7972191414866,-968692741.564623,33562632157.219,20.0271580384483,6.28893445330732,..,4.29014883009213,20.5315676967226,98.18158,..,..,6174.8,..,..,102.52417833383,..,0.516600080108571,1115536,..,..,-0.0549995416704911,95.24,0.0114974401547451,589324,728686,7.14414359606028,0.41874,32.1929855536,1209.044,14.7,4982574559.54288,8.70970053691692,141.743679332606,..,85.8099975585938,17.2199993133545,20,6.5,8.02999973297119
Spain,2016,ESP,2.94434855983185,4987966184.8307,29.7206337938001,302850013842.814,368366072538.35,65514992356.8204,28.6998851243119,12384254171.6048,429187265486.057,14.9861836414444,2.64993491973433,..,4.00251892416505,15.3752493527419,98.85537,1.26084005832672,..,262657,..,11660367,93.0492629572988,17.0076206707241,0.382971718642725,37112875,..,..,-0.202598000426425,113.04,0.00486938221199187,14112657,19487737,7.80111531295445,1068.160640636,83.6924782318,15650,12,65514992356.8204,11.9298740188351,48.7383958099796,102.785304638005,83.0599975585938,20.4500007629395,34,13.210000038147,14.6199998855591
Sweden,2016,SWE,0.79614630049835,3332577787.50046,66.7658506717149,141826753184.104,204300573084.545,62473819900.441,21.6198831667195,-14370266633.1956,247055214593.372,17.009432558162,4.46980012429819,..,7.20520945144313,16.4774255243931,99.60466,..,..,30209.2,..,1523953,24.362449750883,17.6825553890642,1.60131965237834,8618398,3.25943101880195,..,0.984269244577978,34.77,0.00817220789505478,3679768,3104305,17.831733108817,..,47.5173120519,9684,13.8,62245697610.567,11.3729538572876,54.3602173138762,46.1880562107038,90.0100021362305,13.539999961853,13,3.50999999046326,6.48000001907349
Switzerland,2016,CHE,0.9368837412635,20658120942.187,55.1150636257917,265226378327.544,386450852906.507,121224474578.963,14.5351895304015,16345609441.2035,534728786766.363,8.64484244631192,5.31105942380677,..,4.4235328560576,22.0751063303896,99.75942,..,..,15159.731,..,1341453,211.897247775143,21.7259899559732,1.12051359857279,6174416,..,-0.200833333333333,-0.434618664285843,98.42,0.00818297104364389,3775916,3772545,27.3348970990548,1532.761243,..,4034.485,12.4,121002285145.036,4.27733305715921,82.3788760996131,19.1663087436657,84.9400024414063,16.8500003814697,5,3.61999988555908,7.03000020980835
Tajikistan,2016,TJK,4.31356303499966,0,28.5764643888339,2552831865.7284,2926961805.39895,374129939.670552,0.957651238271645,-206522955.39903,3113218020.71805,77.7280261665921,..,64.1088125456582,3.60743788514267,5.76113635546638,97.74311,1.25099003314972,..,48754,..,..,62.422184595432,35.7645350449241,2.85533055765304,2326257,37.8905707008034,3.53340793326882,6.00458082322154,14.44,0.073768979537719,6000,468000,33.7867223419029,4.92143181707628,..,620,..,368923719.670552,21.3674122111744,56.2039284325875,..,66.25,31.4500007629395,932,..,..
