Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"IG","Dépenses publiques","170","Colombie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","2083.223636","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","178","Congo","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","2777.184766","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","17706.471353","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","17067.719267","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","19180.555196","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","20494.449563","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","220.672687","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","200.410797","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","220.401741","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","216.323241","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","170.219385","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","150.690174","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","160.309","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","0","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","50.73362","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","49.720623","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","60.092741","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","0","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","85.908958","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","70.283501","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","73.002159","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","188","Costa Rica","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","76.728086","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","24489.342169","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","25106.683579","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","28259.200104","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","28527.746544","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","371.518168","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","386.877926","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","360.343988","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","458.81484","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","345.364443","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","344.633944","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","408.033397","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","191","Croatie","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","407.362567","X","Ciffre de sources internationales","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","164307.084428","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","167885.640698","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","180391.412122","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","172408.307072","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","462.140553","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","505.535947","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","566.146607","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","609.945657","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2016","2016","millions","427.23119","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","456.769447","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2018","2018","millions","479.838942","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2019","2019","millions","522.831983","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2016","2016","millions","2.228257","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2017","2017","millions","0","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2018","2018","millions","1.74199","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2019","2019","millions","3.898374","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2016","2016","millions","32.681106","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2017","2017","millions","48.766499","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2018","2018","millions","84.565675","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2019","2019","millions","83.2153","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2016","2016","millions","21.242719","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2017","2017","millions","19.839787","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2018","2018","millions","10.768663","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2019","2019","millions","10.945436","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","1262.084905","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","1343.199015","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","1413.386984","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","208","Danemark","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","1343.739671","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","86237.350317","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","54817.498244","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","67941.592188","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","84911.782643","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","1271.470365","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","737.408985","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","938.634964","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","1005.152961","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2016","2016","millions","525.565023","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2017","2017","millions","302.825241","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2018","2018","millions","332.577442","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2019","2019","millions","347.871055","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2016","2016","millions","566.261651","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2017","2017","millions","329.086966","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2018","2018","millions","501.483332","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2019","2019","millions","525.384276","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2016","2016","millions","179.743437","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2017","2017","millions","105.496779","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2018","2018","millions","104.57419","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2019","2019","millions","131.89763","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2016","2016","millions","214.854253","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2017","2017","millions","125.966303","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2018","2018","millions","129.563932","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2019","2019","millions","145.969891","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","220.938798","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","109.095816","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","110.934192","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","818","Égypte","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","131.480233","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","6078.8","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","6741.4","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","6930.7","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","9476.8","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","48.4","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","74.8","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","74.6","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","65.8","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","4.7","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23134","Agriculture (Administrations Publiques)","2019","2019","millions","69.1","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23135","Agriculture, Courantes (Administrations Publiques)","2019","2019","millions","64.4","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23136","Agriculture, Capital (Administrations Publiques)","2019","2019","millions","4.7","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23137","Sylviculture (Administrations Publiques)","2019","2019","millions","3.3","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23138","Sylviculture, Courantes (Administrations Publiques)","2019","2019","millions","3.3","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23139","Sylviculture, Capital (Administrations Publiques)","2019","2019","millions","0","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23140","Pêche (Administrations Publiques)","2019","2019","millions","2.2","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23141","Pêche, Courantes (Administrations Publiques)","2019","2019","millions","2.2","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23142","Pêche, Capital (Administrations Publiques)","2019","2019","millions","0","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23143","R–D concernant l’agriculture, la sylviculture, la pêche (Administrations Publiques)","2019","2019","millions","24.5","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","40.2","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","36.9","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","222","El Salvador","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","44.5","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","121096.207993","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","109984.710493","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","113984.726415","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","118913.700094","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","2531.767112","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","1651.899991","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","784","Émirats arabes unis","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","1553.76638","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","514877.116589","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","532361.124893","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","583246.270513","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","576845.064404","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","3655.831392","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","3938.068582","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2018","2018","millions","4615.170225","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2019","2019","millions","5033.157396","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2016","2016","millions","3179.080006","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2017","2017","millions","3412.766835","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2018","2018","millions","4016.426288","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23132","Agriculture, sylviculture, pêche, Courantes (Administrations Publiques)","2019","2019","millions","4332.366353","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2016","2016","millions","476.751386","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2017","2017","millions","525.301747","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2018","2018","millions","598.743937","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23133","Agriculture, sylviculture, pêche, Capital (Administrations Publiques)","2019","2019","millions","700.791043","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2016","2016","millions","10286.104723","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2017","2017","millions","11072.005214","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2018","2018","millions","11948.897732","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","724","Espagne","6110","Valeur US $","23144","Protection de lénvironnement (Administrations Publiques)","2019","2019","millions","11884.341397","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2016","2016","millions","9477.618441","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2017","2017","millions","10561.276354","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2018","2018","millions","12033.57217","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23130","Dépenses (Administrations Publiques)","2019","2019","millions","12252.312668","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2016","2016","millions","125.880064","A","Chiffre officiel","Consolidated General Government Expenditure"
"IG","Dépenses publiques","233","Estonie","6110","Valeur US $","23131","Agriculture, sylviculture, pêche (Administrations Publiques)","2017","2017","millions","144.599191","A","Chiffre officiel","Consolidated General Government Expenditure"
